 #X              Y              Z
  0.200000003      0.200000003       3.94695029E-02
  0.200000003      0.400000006       7.73654804E-02
  0.200000003      0.600000024      0.112177148    
  0.200000003      0.800000012      0.142516658    
  0.200000003       1.00000000      0.167174473    
  0.200000003       1.20000005      0.185167581    
  0.200000003       1.39999998      0.195778638    
  0.200000003       1.60000002      0.198584616    
  0.200000003       1.79999995      0.193473652    
  0.200000003       2.00000000      0.180649504    
  0.200000003       2.20000005      0.160623431    
  0.200000003       2.40000010      0.134193808    
  0.200000003       2.59999990      0.102414325    
  0.200000003       2.79999995       6.65518790E-02
  0.200000003       3.00000000       2.80362181E-02
  0.200000003       3.20000005      -1.15971612E-02
  0.200000003       3.40000010      -5.07681966E-02
  0.200000003       3.59999990      -8.79152194E-02
  0.200000003       3.79999995     -0.121557392    
  0.200000003       4.00000000     -0.150353447    
  0.200000003       4.19999981     -0.173155352    
  0.200000003       4.40000010     -0.189054146    
  0.200000003       4.59999990     -0.197415918    
  0.200000003       4.80000019     -0.197907358    
  0.200000003       5.00000000     -0.190508842    
  0.200000003       5.19999981     -0.175515369    
  0.200000003       5.40000010     -0.153524593    
  0.200000003       5.59999990     -0.125413328    
  0.200000003       5.80000019      -9.23021734E-02
  0.200000003       6.00000000      -5.55112883E-02
  0.200000003       6.19999981      -1.65073536E-02
  0.200000003       6.40000010       2.31547710E-02
  0.200000003       6.59999990       6.18936941E-02
  0.200000003       6.80000019       9.81651992E-02
  0.200000003       7.00000000      0.130523086    
  0.200000003       7.19999981      0.157677442    
  0.200000003       7.40000010      0.178545743    
  0.200000003       7.59999990      0.192295954    
  0.200000003       7.80000019      0.198379934    
  0.200000003       8.00000000      0.196555138    
  0.200000003       8.19999981      0.186894327    
  0.200000003       8.39999962      0.169782639    
  0.200000003       8.60000038      0.145902127    
  0.200000003       8.80000019      0.116205074    
  0.200000003       9.00000000       8.18753019E-02
  0.200000003       9.19999981       4.42814268E-02
  0.200000003       9.39999962       4.92219301E-03
  0.200000003       9.60000038      -3.46334577E-02
  0.200000003       9.80000019      -7.28081986E-02
  0.200000003       10.0000000     -0.108080313    

  0.400000006      0.200000003       7.73654804E-02
  0.400000006      0.400000006      0.151646644    
  0.400000006      0.600000024      0.219882146    
  0.400000006      0.800000012      0.279351622    
  0.400000006       1.00000000      0.327684224    
  0.400000006       1.20000005      0.362953126    
  0.400000006       1.39999998      0.383752197    
  0.400000006       1.60000002      0.389252275    
  0.400000006       1.79999995      0.379234135    
  0.400000006       2.00000000      0.354097098    
  0.400000006       2.20000005      0.314843297    
  0.400000006       2.40000010      0.263037711    
  0.400000006       2.59999990      0.200745717    
  0.400000006       2.79999995      0.130450547    
  0.400000006       3.00000000       5.49547188E-02
  0.400000006       3.20000005      -2.27319803E-02
  0.400000006       3.40000010      -9.95124280E-02
  0.400000006       3.59999990     -0.172325537    
  0.400000006       3.79999995     -0.238268659    
  0.400000006       4.00000000     -0.294712752    
  0.400000006       4.19999981     -0.339407563    
  0.400000006       4.40000010     -0.370571315    
  0.400000006       4.59999990     -0.386961490    
  0.400000006       4.80000019     -0.387924761    
  0.400000006       5.00000000     -0.373422682    
  0.400000006       5.19999981     -0.344033480    
  0.400000006       5.40000010     -0.300928622    
  0.400000006       5.59999990     -0.245826825    
  0.400000006       5.80000019     -0.180924535    
  0.400000006       6.00000000     -0.108809516    
  0.400000006       6.19999981      -3.23566124E-02
  0.400000006       6.40000010       4.53864336E-02
  0.400000006       6.59999990      0.121319883    
  0.400000006       6.80000019      0.192416862    
  0.400000006       7.00000000      0.255842626    
  0.400000006       7.19999981      0.309068769    
  0.400000006       7.40000010      0.349973440    
  0.400000006       7.59999990      0.376925647    
  0.400000006       7.80000019      0.388851076    
  0.400000006       8.00000000      0.385274231    
  0.400000006       8.19999981      0.366337746    
  0.400000006       8.39999962      0.332796574    
  0.400000006       8.60000038      0.285987586    
  0.400000006       8.80000019      0.227777421    
  0.400000006       9.00000000      0.160486490    
  0.400000006       9.19999981       8.67974907E-02
  0.400000006       9.39999962       9.64815356E-03
  0.400000006       9.60000038      -6.78861886E-02
  0.400000006       9.80000019     -0.142713755    
  0.400000006       10.0000000     -0.211851791    

  0.600000024      0.200000003      0.112177148    
  0.600000024      0.400000006      0.219882146    
  0.600000024      0.600000024      0.318821132    
  0.600000024      0.800000012      0.405049741    
  0.600000024       1.00000000      0.475130260    
  0.600000024       1.20000005      0.526268899    
  0.600000024       1.39999998      0.556426764    
  0.600000024       1.60000002      0.564401746    
  0.600000024       1.79999995      0.549875736    
  0.600000024       2.00000000      0.513427973    
